job_id	entity_id	entity_type	control_class	expected_behavior	conformation	seed	state	attempts	selected_model_count	pose_score_model_count	pose_backed_2x2	representative_model	haddock_score	air_energy	native_class	cross_class	representative_pair_label	model_pair_consensus_fraction	model_native_cross_support_agreement_fraction	model_strict_a_fraction	native_hotspot_overlap	cross_hotspot_overlap	native_holdout_overlap	cross_holdout_overlap	native_total_occlusion	cross_total_occlusion	native_cdr3_occlusion	cross_cdr3_occlusion	native_cdr3_fraction	cross_cdr3_fraction	anomaly_flag	anomaly_reason	job_hash
CANDIDATE_V29_GEN__C0007__AAF34EC1892B7970_8x6b_s917_600675625279	V29_GEN__C0007__AAF34EC1892B7970	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-61.52438000000001	224.186	A	A	STRICT_A	0.8	1.0	0.8	19	19	9	9	551	543	148	140	0.268603	0.257827	false		6006756252797eed0786541afbf7b5a5aeb1c0a2711e82b78703bc783c5a63e0
CANDIDATE_V29_GEN__C0007__AAF34EC1892B7970_9e6y_s917_8af29ff67afa	V29_GEN__C0007__AAF34EC1892B7970	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-70.236	188.174	A	A	STRICT_A	0.9	1.0	0.9	15	15	6	6	546	548	140	133	0.25641	0.242701	false		8af29ff67afa8ac4dcbc600f714a8475b57b209e441568522896f39f7ac78186
CANDIDATE_V29_GEN__C0007__DCF7B9748924F373_8x6b_s917_3c84dc53971e	V29_GEN__C0007__DCF7B9748924F373	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-74.68408	250.589	A	A	STRICT_A	0.7	1.0	0.3	18	18	9	9	596	588	119	113	0.199664	0.192177	false		3c84dc53971ef36899073ae10d930505e1cebc30bb21cfc4f37dd58cde7cf4e1
CANDIDATE_V29_GEN__C0007__DCF7B9748924F373_9e6y_s917_dac4b75bf47c	V29_GEN__C0007__DCF7B9748924F373	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-86.88380000000001	218.552	A	A	STRICT_A	0.6	1.0	0.4	17	17	8	8	571	579	102	112	0.178634	0.193437	false		dac4b75bf47c32e61ee32c6b4b1a5484ad9638ae4ac5b8205b7759826f592a1f
CANDIDATE_V29_GEN__C0007__E098EB4C0DF229F2_8x6b_s917_16ebc4254500	V29_GEN__C0007__E098EB4C0DF229F2	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-87.5667	298.714	A	A	STRICT_A	0.5	1.0	0.5	19	19	10	10	569	564	110	105	0.193322	0.18617	false		16ebc425450059178dd8d492a82d0432d90347079e80736f0f518fe718a1a7ff
CANDIDATE_V29_GEN__C0007__E098EB4C0DF229F2_9e6y_s917_20c15365a4a7	V29_GEN__C0007__E098EB4C0DF229F2	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-78.06039999999999	292.858	A	A	STRICT_A	0.7	1.0	0.7	16	16	8	8	760	771	133	140	0.175	0.181582	false		20c15365a4a70f52ce1a5251087052ff8d688fc8d2daabc7b216cf1cf35ba04e
CANDIDATE_V29_GEN__C0007__E453E37DB235739D_8x6b_s917_b6c49df6534b	V29_GEN__C0007__E453E37DB235739D	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-58.72059999999999	264.2	A	A	STRICT_A	0.9	1.0	0.9	18	18	8	8	576	572	117	103	0.203125	0.18007	false		b6c49df6534b7580a9bfff85a85e87db991043ee1c1bbe2cf7d60427a5b92da9
CANDIDATE_V29_GEN__C0007__E453E37DB235739D_9e6y_s917_ccda6615f898	V29_GEN__C0007__E453E37DB235739D	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-72.0031	237.658	B	B	SUPPORTED_AB	0.6	1.0	0.6	13	13	6	6	390	381	146	145	0.374359	0.380577	false		ccda6615f8986084311a4995f074b4c07113b6859af5be3f76d28c399d2abe76
CANDIDATE_V29_GEN__C0007__EC7482E9671CA18F_8x6b_s917_42d24d4dab83	V29_GEN__C0007__EC7482E9671CA18F	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-106.74120000000002	289.049	A	B	SUPPORTED_AB	0.8	1.0	0.8	18	18	9	9	507	492	107	102	0.211045	0.207317	false		42d24d4dab83eb7818340b99b5a0891cbcfc2ce75c615b9535a8d7078b01967f
CANDIDATE_V29_GEN__C0007__EC7482E9671CA18F_9e6y_s917_72313e7ca952	V29_GEN__C0007__EC7482E9671CA18F	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-82.444	321.763	A	A	STRICT_A	1.0	1.0	1.0	20	20	10	10	639	634	163	165	0.255086	0.260252	false		72313e7ca952661d8afd09a1379fe9a8323cb21776b67b332f667f24d3449c37
CANDIDATE_V29_GEN__C0007__F299B8570E40C89B_8x6b_s917_3150e94a9b6f	V29_GEN__C0007__F299B8570E40C89B	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-94.1356	306.253	A	B	SUPPORTED_AB	0.6	1.0	0.4	19	19	9	9	505	497	157	155	0.310891	0.311871	false		3150e94a9b6f802aa3e6b8905e7a361a2b374085c430f1888c62fa3c5529d132
CANDIDATE_V29_GEN__C0007__F299B8570E40C89B_9e6y_s917_c688c0f1a9fa	V29_GEN__C0007__F299B8570E40C89B	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-91.6836	309.633	A	A	STRICT_A	0.7	1.0	0.3	19	19	9	9	517	519	159	158	0.307544	0.304432	false		c688c0f1a9fa8faa4e4cee8112b03651179fd81f7ba0aabccd5ef54494839636
CANDIDATE_V29_GEN__C0009__1F423ECE2FA588D7_8x6b_s917_5a4d65ac1b95	V29_GEN__C0009__1F423ECE2FA588D7	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-66.4332	252.382	B	B	SUPPORTED_AB	0.7	1.0	0.0	17	17	9	9	486	470	121	124	0.248971	0.26383	false		5a4d65ac1b954ef6569d84ec04185542fdd9363126fbc622cf06803747b7c3e8
CANDIDATE_V29_GEN__C0009__1F423ECE2FA588D7_9e6y_s917_8a56fa42fbbf	V29_GEN__C0009__1F423ECE2FA588D7	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-63.3408	231.097	B	B	SUPPORTED_AB	0.9	1.0	0.0	18	18	9	9	514	525	53	61	0.103113	0.11619	false		8a56fa42fbbf9b1eea72336934569765bf44a45a2829489f312343d99cd59e40
CANDIDATE_V29_GEN__C0009__3BC9121B5BA70A96_8x6b_s917_6137e8ce0306	V29_GEN__C0009__3BC9121B5BA70A96	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-84.5721	255.542	B	B	SUPPORTED_AB	0.7	1.0	0.7	18	18	9	9	518	505	97	85	0.187259	0.168317	false		6137e8ce030639fd2bfab6ba27f16ac15a6c7059d6575f2c0afbdcb377392dc0
CANDIDATE_V29_GEN__C0009__3BC9121B5BA70A96_9e6y_s917_226077d20ce1	V29_GEN__C0009__3BC9121B5BA70A96	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-76.75919999999999	209.82	A	A	STRICT_A	0.5	1.0	0.5	19	19	9	9	504	508	146	142	0.289683	0.279528	false		226077d20ce1e2be480a4553ad9d0189cfbd04fb41161dcf31604e3fa1033d0f
CANDIDATE_V29_GEN__C0009__7D54345AAE5DF0B4_8x6b_s917_2db89075882b	V29_GEN__C0009__7D54345AAE5DF0B4	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.6739	246.281	A	A	STRICT_A	1.0	1.0	1.0	16	16	7	7	575	581	144	152	0.250435	0.261618	false		2db89075882be3681046a4d101190d8248f324f35045df30aed54b73ff3d3c53
CANDIDATE_V29_GEN__C0009__7D54345AAE5DF0B4_9e6y_s917_68e4e77e5592	V29_GEN__C0009__7D54345AAE5DF0B4	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-69.89029	148.292	A	A	STRICT_A	0.9	0.9	0.9	19	19	9	9	529	546	121	125	0.228733	0.228938	false		68e4e77e559218ba13543c407dbda07887b978110e92377275c1dde8889c1f2f
CANDIDATE_V29_GEN__C0009__9B41AFD570C783B9_8x6b_s917_5b833bbc32ed	V29_GEN__C0009__9B41AFD570C783B9	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-58.61469999999999	362.626	A	A	STRICT_A	0.5	1.0	0.5	20	20	8	8	646	651	144	142	0.22291	0.218126	false		5b833bbc32ed6f2940aaef25de96b691adfb810b2685b5898fafb55cde8e8d6e
CANDIDATE_V29_GEN__C0009__9B41AFD570C783B9_9e6y_s917_1f0d31da9d46	V29_GEN__C0009__9B41AFD570C783B9	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-84.34750000000003	238.551	A	A	STRICT_A	0.6	1.0	0.6	21	21	9	9	665	663	145	142	0.218045	0.214178	false		1f0d31da9d46f34189e9bc09e50e3d91ab5633acb346631bc443462cb081a412
CANDIDATE_V29_GEN__C0009__C35B0CDD0531054F_8x6b_s917_c7494120cd37	V29_GEN__C0009__C35B0CDD0531054F	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-58.04307999999999	270.772	B	B	SUPPORTED_AB	1.0	1.0	0.0	14	14	6	6	655	653	98	89	0.149618	0.136294	false		c7494120cd37fc1d6fd0caee5657ec90330adcb3118c4b15b4c8963dee09469e
CANDIDATE_V29_GEN__C0009__C35B0CDD0531054F_9e6y_s917_2b991bcc162b	V29_GEN__C0009__C35B0CDD0531054F	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-74.41420000000001	263.19	B	A	SUPPORTED_AB	0.8	1.0	0.1	17	17	8	8	463	501	109	115	0.235421	0.229541	false		2b991bcc162bcdd161e3cfe3ed1a4156d748a6be546640e4c5b5ea6ad882fec5
CANDIDATE_V29_GEN__C0009__CC2F2C285313A9A1_8x6b_s917_751a20c1101b	V29_GEN__C0009__CC2F2C285313A9A1	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-64.41969999999999	248.007	B	B	SUPPORTED_AB	0.5	1.0	0.5	16	16	6	6	491	481	112	97	0.228106	0.201663	false		751a20c1101b34896296491fd1162651113897546760f5f8deef03b7c16d525a
CANDIDATE_V29_GEN__C0009__CC2F2C285313A9A1_9e6y_s917_4f9747aca901	V29_GEN__C0009__CC2F2C285313A9A1	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.33306	259.045	A	A	STRICT_A	0.9	1.0	0.9	16	16	6	6	562	567	128	125	0.227758	0.220459	false		4f9747aca901eb36c0b449367ac1d786f65a5a352ee6500cf916f2e02bc2c51b
CANDIDATE_V29_GEN__C0009__FE8F493A36A45EDC_8x6b_s917_3d2d6bdbadeb	V29_GEN__C0009__FE8F493A36A45EDC	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-102.1409	329.542	B	B	SUPPORTED_AB	0.5	1.0	0.5	18	18	8	8	483	475	123	121	0.254658	0.254737	false		3d2d6bdbadeb171ef601f4aec427a49de6bd5d04a4994f71b71e23b85c98cb79
CANDIDATE_V29_GEN__C0009__FE8F493A36A45EDC_9e6y_s917_8035a6f015f5	V29_GEN__C0009__FE8F493A36A45EDC	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-97.7393	318.736	A	A	STRICT_A	0.6	1.0	0.6	17	17	8	8	508	520	127	125	0.25	0.240385	false		8035a6f015f56680113bde20f79491e3c7a12cbe63c4cb2667e848db6ddea30f
CANDIDATE_V29_GEN__C0030__0E8EB2F54823F8BB_8x6b_s917_0e09397a3893	V29_GEN__C0030__0E8EB2F54823F8BB	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-62.43560999999999	251.839	A	A	STRICT_A	0.7	1.0	0.3	19	19	9	9	542	525	155	143	0.285978	0.272381	false		0e09397a3893974e73f53da23795f3fd73eafc67c3681b51566acebca584425a
CANDIDATE_V29_GEN__C0030__0E8EB2F54823F8BB_9e6y_s917_d5fc8d0aeb98	V29_GEN__C0030__0E8EB2F54823F8BB	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-42.42525	299.501	A	A	STRICT_A	0.8	1.0	0.8	15	15	7	7	627	625	162	161	0.258373	0.2576	false		d5fc8d0aeb98f99684e42c696f84195cb48f8e75919f0bc66c271639dd93f959
CANDIDATE_V29_GEN__C0030__12ED4080C0F0C660_8x6b_s917_9c327df22906	V29_GEN__C0030__12ED4080C0F0C660	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-70.12490000000001	236.724	A	A	STRICT_A	0.7	1.0	0.3	16	16	7	7	655	642	140	132	0.21374	0.205607	false		9c327df229063f41333b2ea00718a82a2b5272051c5e634a219356d65a0648f8
CANDIDATE_V29_GEN__C0030__12ED4080C0F0C660_9e6y_s917_8334dec924f3	V29_GEN__C0030__12ED4080C0F0C660	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-68.51285999999999	263.94	A	A	STRICT_A	0.6	1.0	0.4	16	16	7	7	672	676	140	145	0.208333	0.214497	false		8334dec924f3210f17dad33c2d1eb1483812fcb89e9062569ec22c638fb4e961
CANDIDATE_V29_GEN__C0030__143D9F38B36C7204_8x6b_s917_9019a37c3dad	V29_GEN__C0030__143D9F38B36C7204	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-58.66859000000001	263.699	A	A	STRICT_A	0.8	1.0	0.8	17	17	8	8	609	610	166	157	0.272578	0.257377	false		9019a37c3dade7aa297b4929eb76bd8893819735b1d1fb7a2a72f54881664277
CANDIDATE_V29_GEN__C0030__143D9F38B36C7204_9e6y_s917_53a1d939aefe	V29_GEN__C0030__143D9F38B36C7204	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-57.9328	356.443	A	A	STRICT_A	0.9	1.0	0.9	17	17	8	8	710	722	160	153	0.225352	0.211911	false		53a1d939aefe53f1b5910e135d918093e5272628beddb28471fef37490da9086
CANDIDATE_V29_GEN__C0030__1995398C9B3225AD_8x6b_s917_208ef30c4171	V29_GEN__C0030__1995398C9B3225AD	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-70.10929999999999	328.585	A	A	STRICT_A	0.8	1.0	0.8	15	15	7	7	760	743	168	169	0.221053	0.227456	false		208ef30c417148bfe4f0f3b31f07fc7335647b864c4bcd0e6ca43ab6b71316b3
CANDIDATE_V29_GEN__C0030__1995398C9B3225AD_9e6y_s917_217043eb27df	V29_GEN__C0030__1995398C9B3225AD	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-83.02029999999999	339.41	B	B	SUPPORTED_AB	0.6	1.0	0.6	17	17	8	8	212	229	154	159	0.726415	0.694323	false		217043eb27df5378c0224d52c785b546a7ecde5c309cced5b229880edc7d9100
CANDIDATE_V29_GEN__C0030__279723D3C154A5CD_8x6b_s917_369fd81c9505	V29_GEN__C0030__279723D3C154A5CD	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-79.17992000000001	344.083	B	B	SUPPORTED_AB	0.6	1.0	0.4	17	17	8	8	361	355	146	149	0.404432	0.419718	false		369fd81c95050a87467356e2562e8757fe58574856bf44edffe75dac1047d6db
CANDIDATE_V29_GEN__C0030__279723D3C154A5CD_9e6y_s917_7478f6a36d8b	V29_GEN__C0030__279723D3C154A5CD	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-80.38762000000001	237.179	A	A	STRICT_A	0.7	1.0	0.7	16	16	7	7	586	629	117	120	0.199659	0.190779	false		7478f6a36d8b31ce10e475e0a85fbc390b15d85b763f86145b83ad90f4c117bf
CANDIDATE_V29_GEN__C0030__34600552C1AF73F1_8x6b_s917_6741d34ff0d7	V29_GEN__C0030__34600552C1AF73F1	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-79.52629999999999	236.741	A	A	STRICT_A	0.8	1.0	0.8	16	16	7	7	515	506	181	167	0.351456	0.33004	false		6741d34ff0d72721df997b8f3ec1f162cc4b14411e6f8bcea786888554a02634
CANDIDATE_V29_GEN__C0030__34600552C1AF73F1_9e6y_s917_6748046c52c7	V29_GEN__C0030__34600552C1AF73F1	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-75.27658	323.687	A	A	STRICT_A	0.5	1.0	0.5	21	21	10	10	578	589	137	151	0.237024	0.256367	false		6748046c52c751ce4a3e09160068a4424c6a19dbd6f3aac234dcf16606f71925
CANDIDATE_V29_GEN__C0030__34E77D85FC511DB4_8x6b_s917_182eed089af9	V29_GEN__C0030__34E77D85FC511DB4	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-91.59590000000001	279.041	A	A	STRICT_A	0.8	1.0	0.8	18	18	8	8	528	540	150	147	0.284091	0.272222	false		182eed089af9d8bd88b8b4c2b01f6b6f546d211cf1fd2d511ff0a140066eaaac
CANDIDATE_V29_GEN__C0030__34E77D85FC511DB4_9e6y_s917_96061ca903a8	V29_GEN__C0030__34E77D85FC511DB4	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-80.21600000000001	276.047	A	A	STRICT_A	0.6	1.0	0.6	19	19	9	9	519	516	132	136	0.254335	0.263566	false		96061ca903a89e28535bbc8ea132c13a8fb589d272d07382915594a6c4d5eaf0
CANDIDATE_V29_GEN__C0030__3BD5F2E4CD7EDC62_8x6b_s917_ec2384178d2f	V29_GEN__C0030__3BD5F2E4CD7EDC62	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-90.1379	271.743	B	B	SUPPORTED_AB	0.8	1.0	0.2	15	15	7	7	351	364	154	155	0.438746	0.425824	false		ec2384178d2f8a13a130d79f5fd65208d9f8f0898af8a80d902e4498fc44ba42
CANDIDATE_V29_GEN__C0030__3BD5F2E4CD7EDC62_9e6y_s917_83e8a356b9c9	V29_GEN__C0030__3BD5F2E4CD7EDC62	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-88.26379999999999	254.829	B	B	SUPPORTED_AB	0.9	1.0	0.1	14	14	6	6	408	421	147	152	0.360294	0.361045	false		83e8a356b9c922c4e738e27d60dcc3ac607bf8c3aa25dd6d294fb82d58b725cb
CANDIDATE_V29_GEN__C0030__3EB9ED9A3D8CC9D3_8x6b_s917_d9310f8bc4a1	V29_GEN__C0030__3EB9ED9A3D8CC9D3	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-71.25324	266.349	A	A	STRICT_A	0.8	1.0	0.8	16	16	8	8	701	678	123	111	0.175464	0.163717	false		d9310f8bc4a1836324d00d4579172b025eac32a206c729aaf03233568bf061cd
CANDIDATE_V29_GEN__C0030__3EB9ED9A3D8CC9D3_9e6y_s917_31ccd1b07f53	V29_GEN__C0030__3EB9ED9A3D8CC9D3	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-57.57844	331.113	A	A	STRICT_A	0.6	1.0	0.4	16	16	9	9	686	700	112	122	0.163265	0.174286	false		31ccd1b07f532066ab6129dab5004eb0fb16040c644f3ad5bb69e6090c1856b6
CANDIDATE_V29_GEN__C0030__9FFF51340577547A_8x6b_s917_4e9b3d6b7b09	V29_GEN__C0030__9FFF51340577547A	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-83.17621999999999	291.4	A	B	SUPPORTED_AB	0.6	1.0	0.6	18	18	9	9	650	647	107	99	0.164615	0.153014	false		4e9b3d6b7b096f504433c28acdf8f946508f3ad5608266e17f561d05412f0d0b
CANDIDATE_V29_GEN__C0030__9FFF51340577547A_9e6y_s917_2b4177557eb8	V29_GEN__C0030__9FFF51340577547A	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-91.75180000000002	201.767	B	A	SUPPORTED_AB	0.5	1.0	0.5	17	17	8	8	653	666	90	102	0.137825	0.153153	false		2b4177557eb866b3dd1c6d5c0e568bd9949b7c29ad2360d0826c880efe869de2
CANDIDATE_V29_GEN__C0030__A5677DB250DF1A7C_8x6b_s917_3e9b1535ee56	V29_GEN__C0030__A5677DB250DF1A7C	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-80.6738	207.45	A	A	STRICT_A	0.9	1.0	0.9	17	17	9	9	516	523	132	138	0.255814	0.263862	false		3e9b1535ee5652ba5e05f91ef0dab2ce84df0cfc92b8164797cd45428ac2a5cf
CANDIDATE_V29_GEN__C0030__A5677DB250DF1A7C_9e6y_s917_4e35da22ff6f	V29_GEN__C0030__A5677DB250DF1A7C	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-53.371399999999994	316.121	A	A	STRICT_A	0.9	1.0	0.9	15	15	7	7	753	757	193	189	0.256308	0.24967	false		4e35da22ff6fbd2367357baa5bf7bf1faeae3432045daacb56712276a0658704
CANDIDATE_V29_GEN__C0030__A7E0B77414F837DA_8x6b_s917_b388df001592	V29_GEN__C0030__A7E0B77414F837DA	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-78.31426000000002	232.926	A	A	STRICT_A	0.6	1.0	0.6	15	15	7	7	661	670	128	127	0.193646	0.189552	false		b388df0015924bf266d6051898bd8f2dfa7755de6c800e48fc646698c440ce27
CANDIDATE_V29_GEN__C0030__A7E0B77414F837DA_9e6y_s917_5ab621872d05	V29_GEN__C0030__A7E0B77414F837DA	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-80.57739999999998	233.097	A	A	STRICT_A	0.5	1.0	0.5	15	15	7	7	573	590	133	131	0.232112	0.222034	false		5ab621872d053d52a8f2576e60946f65a4619c86d81f61417575e8092bae0cad
CANDIDATE_V29_GEN__C0030__B4006F60A5796917_8x6b_s917_0a82398aa352	V29_GEN__C0030__B4006F60A5796917	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-54.057900000000004	381.024	B	B	SUPPORTED_AB	0.4	1.0	0.4	13	13	6	6	720	800	216	210	0.3	0.2625	false		0a82398aa352457a53d21a21afc6f7e8f1a84a2ecc10c2f28d9b36d17170a459
CANDIDATE_V29_GEN__C0030__B4006F60A5796917_9e6y_s917_4041483f9acd	V29_GEN__C0030__B4006F60A5796917	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-59.055499999999995	414.984	B	B	SUPPORTED_AB	0.6	1.0	0.4	12	12	5	5	735	755	107	123	0.145578	0.162914	false		4041483f9acd5d8a06665f5953ef35174aaad2dd5fa3d9c3bf4b6c2d61e2f687
CANDIDATE_V29_GEN__C0030__B5D202948EA8A299_8x6b_s917_c2ff1ce43fdb	V29_GEN__C0030__B5D202948EA8A299	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-91.7152	251.132	B	B	SUPPORTED_AB	0.5	1.0	0.5	17	17	8	8	416	433	42	54	0.100962	0.124711	false		c2ff1ce43fdb265a84888bb4dcc4b20ea5d75ac2a930aab5fe9d7e488a72126e
CANDIDATE_V29_GEN__C0030__B5D202948EA8A299_9e6y_s917_6024a48fb75c	V29_GEN__C0030__B5D202948EA8A299	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-70.16210000000001	206.026	B	A	SUPPORTED_AB	0.9	1.0	0.1	14	14	6	6	704	706	105	109	0.149148	0.154391	false		6024a48fb75c1814bbf6c257123565ce8940a61e7fa0d579f98b4854df9d4476
CANDIDATE_V29_GEN__C0030__C0FE754FC7BDFDB1_8x6b_s917_71fc4a2f0564	V29_GEN__C0030__C0FE754FC7BDFDB1	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-97.29350000000001	302.235	B	B	SUPPORTED_AB	0.4	1.0	0.3	18	18	9	9	336	334	154	149	0.458333	0.446108	false		71fc4a2f0564d8ea23f8ff21b4598427e0469c1779c806f8219a91505428403f
CANDIDATE_V29_GEN__C0030__C0FE754FC7BDFDB1_9e6y_s917_34cbd929c18e	V29_GEN__C0030__C0FE754FC7BDFDB1	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-88.6316	239.811	A	A	STRICT_A	0.6	1.0	0.6	14	14	6	6	654	659	127	130	0.19419	0.197269	false		34cbd929c18ec00ce557bb6d35c0bd6e36c3a5544feaffedf9a279d192d19c43
CANDIDATE_V29_GEN__C0030__C5EC852BEB74B497_8x6b_s917_518fb4c35c85	V29_GEN__C0030__C5EC852BEB74B497	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-97.1482	265.787	B	B	SUPPORTED_AB	0.5	0.9	0.4	19	19	9	9	448	448	113	122	0.252232	0.272321	false		518fb4c35c85a68a4f6a8b6378004f9b1a78d19a8804d48085d3485027f76bdb
