top200_rank	candidate_id	sequence_sha256	structure_consistency_label	high_uncertainty	reasons	nbb2_state	nbb2_sequence_match	nbb2_ca_count	nbb2_coverage	nbb2_pdb	nbb2_pdb_sha256	igfold_state	igfold_sequence_match	igfold_ca_count	igfold_coverage	igfold_pdb	igfold_pdb_sha256	nanonet_state	nanonet_sequence_match	nanonet_ca_count	nanonet_coverage	nanonet_pdb	nanonet_pdb_sha256	igfold_vs_nbb2_fr_rmsd_a	igfold_vs_nbb2_cdr1_rmsd_a	igfold_vs_nbb2_cdr2_rmsd_a	igfold_vs_nbb2_cdr3_rmsd_a	igfold_vs_nanonet_fr_rmsd_a	igfold_vs_nanonet_cdr1_rmsd_a	igfold_vs_nanonet_cdr2_rmsd_a	igfold_vs_nanonet_cdr3_rmsd_a	nbb2_vs_nanonet_fr_rmsd_a	nbb2_vs_nanonet_cdr1_rmsd_a	nbb2_vs_nanonet_cdr2_rmsd_a	nbb2_vs_nanonet_cdr3_rmsd_a	max_pairwise_fr_rmsd_a	max_pairwise_cdr3_rmsd_a
108	P1MCPUFP__CPUFP500K_0207__00304	acfe3004db52078125905df2f90e493050ed3c03123f186c7c89c2f43fc5cb22	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0207__00304.pdb	e82078cc7aadebec69a2f45e211f01930e86cfda05501f1327422cc9f358e71e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0207__00304.pdb	775aba061eb6999e5cda3ec8141f874d7da692870df7e507232f6359c7e2b232	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0207__00304_nanonet_backbone_cb.pdb	baf0f374f225842edc04573b2a32cac5dd8e5359743c4cc1dabd68ce5598d484	0.4343	2.4732	0.7422	1.8956	0.5344	2.5056	0.5894	2.1147	0.7059	1.9407	0.9114	2.0961	0.7059	2.1147
109	P1MCPUFP__CPUFP500K_0287__00501	006415c27d7b5f3749aeda22e449cde32dd3777c837b82cc813ee70b079817d7	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0287__00501.pdb	20152115b1b5cead5018f6b4cd5f0c9f47d41578a2a56ee72bcb3f5513ada4df	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0287__00501.pdb	2b5558e759e60962e92e71a8fb99e1644bed1efd4302907277bcf5d76f7e221b	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0287__00501_nanonet_backbone_cb.pdb	e8f76bb16e0690f5263066e92dcda8d5d916b1abb73235992f02f3d9ee636f4a	0.563	1.7821	0.6091	4.8417	0.4359	1.1248	0.7189	4.36	0.7296	1.695	0.8091	6.7664	0.7296	6.7664
110	P1MCPUFP__CPUFP500K_0206__00422	60ed1f511bf32f2a93e0cf7b7705a6435776777c63d3c7f97f4f5e6a5cb17fc9	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0206__00422.pdb	fef810d991d9f3a1d782d6e316739fff1a5a4066b1ba72591387e3d3006fc0bb	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0206__00422.pdb	102acb48e9a8048eb09bf75d4f269cadcb126b85c4a5834a7ce0707d0aa3cd95	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0206__00422_nanonet_backbone_cb.pdb	b8ca9d90efce4c7e7d6d5295f747dde83a98effc8a810069b1146635c36680b5	0.3867	2.8174	0.7344	2.7004	0.5308	3.7738	0.678	2.3527	0.6751	3.7304	0.483	3.1155	0.6751	3.1155
111	P1MCPUFP__CPUFP500K_0228__00771	2c8d2fbe98ceb3bb43198687920c056f9e1fe271a94d8dee6467e1e3197c317f	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0228__00771.pdb	a55f0e3ba5e67adf6a0a17d77c13dfcec45753197244a3be0eda021aa78bd962	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0228__00771.pdb	94f95843a7a8f45da7abdcaa667544dffa35510baa749b501d03545cbb61abfe	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0228__00771_nanonet_backbone_cb.pdb	75f70ce5ae41580ace27dbf3d12dc0bfa320e8d9c064b00fb3e8a61a3a65e780	0.4401	2.3753	0.4469	1.4812	0.2906	2.7084	0.3788	1.8419	0.4733	2.7525	0.5482	2.2747	0.4733	2.2747
112	P1MCPUFP__CPUFP500K_0188__00810	03b87533791a8500ee2786ee0918a4db6f59a1ee9fdaa0f54942958503031639	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0188__00810.pdb	f492a743701c99ce8ac8131683a2fc22d5e5baaa48f4c2003f748012642a3f8a	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0188__00810.pdb	513dc098e96669750c7655eee91bd362a898ab0841b648d88bd4afe38ef32d7a	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0188__00810_nanonet_backbone_cb.pdb	dd3242478bf838238a88ccb618c2009b01f612d873c5a4ad53c6504b8ab8053d	0.4772	1.8323	0.5696	4.237	0.492	1.9797	0.5337	3.1569	0.5238	2.0716	0.5736	5.3439	0.5238	5.3439
113	P1MCPUFP__CPUFP500K_0188__00211	13b9b46e54cfa4321ec82af5ece3815fa635f70faf60851c93e21c9e2f55414c	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0188__00211.pdb	4f747166977c591bceac2cbb2efe1949ea1b35d3ff4d16e9eae4367dc415dafc	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0188__00211.pdb	97bbd6aff10ec2408c85f656f7bb2531aa2758194e3d2d4eda64dbe6888eaba5	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0188__00211_nanonet_backbone_cb.pdb	17b0c427042fedcd18868d97da756bbb5e320e24cbd7712292a9352f80aac6e1	0.5251	2.158	0.665	2.4145	0.4548	1.961	0.6889	3.7302	0.7143	2.8173	0.5147	4.9356	0.7143	4.9356
114	P1MCPUFP__CPUFP500K_0188__00522	c31d3bfe9e6e9aeeb9d2f79da0068787adaf9c410cd125e1c02be403b94c3c51	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0188__00522.pdb	466256128fd1e8b00f433acd5d6d691b77d69a23c246cca1da9080c30a028b8c	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0188__00522.pdb	1f716dcd82a3cbde4e6af023836ebc2cb29cc30210ef54b89c4244a6b099ea8f	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0188__00522_nanonet_backbone_cb.pdb	bec53b49487342f80ce04b27128c506bbb407b8a77c9456f9fddd9e69fb4ba88	0.7831	1.4652	0.6904	4.3077	0.4145	1.107	0.5344	2.7794	0.8657	1.492	0.9024	4.8086	0.8657	4.8086
115	P1MCPUFP__CPUFP500K_0108__00711	d145e6ecf6d4708f3418678d768bf683ef6fd9f5c41a7d62b8db8f96d9f8a539	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0108__00711.pdb	e8d78263cd18d4a302749547095eec5c6c4aaf9e7f9a949f4db06d154b30f1e0	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0108__00711.pdb	9342381c92fe54abc2f20e246d465c6347b146b8140bd24c3f7d42068106a955	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0108__00711_nanonet_backbone_cb.pdb	5bdd9faf1f1456bfd169d169f3556f11dbb3ce1140e31f6162ee217ae3a0a44d	0.3865	2.9105	0.6001	2.2704	0.5455	4.1554	0.8038	1.9651	0.6818	3.2409	0.9755	2.1306	0.6818	2.2704
116	P1MCPUFP__CPUFP500K_0188__00731	84fb2b90ef98c18ccaad56e2bcba68c51f668d2a40a0f0514b4f241a55290b6f	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0188__00731.pdb	c7faa81d5876d982156b01c3bdb483b4d0aee142bbdb35abf07101e985c7cb4b	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0188__00731.pdb	9a85032687d8027fc71b8bf2c26ef6da1bbc580d87bea5a9151b8229d11ec81e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0188__00731_nanonet_backbone_cb.pdb	a182f5b8b77fda4e7321f5c3a7294bb5cf05f12d252aeb396badfa783373e27f	0.5378	2.421	0.9743	3.8928	0.4769	2.4432	0.494	3.7933	0.6704	1.5549	0.8573	2.9951	0.6704	3.8928
117	P1MCPUFP__CPUFP500K_0108__00134	8fe79db6c5d7c596f1ba34f23064068adb8e966d5afe234aa5597c2a146d6bac	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0108__00134.pdb	9e2d5e86b42f1a35e40db6f482a4ffec6ef2bf0d93a6c3468e1cc91e7fc598ea	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0108__00134.pdb	625c6674018bb6ee8ba611c199849b620d5cc7ac95d7b6e70c626b9cc47d2c4b	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0108__00134_nanonet_backbone_cb.pdb	5671af26cee83be9609fc6e8f0ad3f0370081d21e096b050707bbb2e63342f20	0.4929	2.9299	1.3044	2.1298	0.6947	3.3389	1.2354	2.2195	0.8421	3.1288	1.1311	1.918	0.8421	2.2195
118	P1MCPUFP__CPUFP500K_0207__00925	ac9b75e3a68f5ae57bf4db23bf8e9fe481cd939c9d988953f083f22f60aa5860	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0207__00925.pdb	f332a9234d7f13cebf32626ef3e154737cb3e7a1a660c91d3c21ee778fddd758	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0207__00925.pdb	cb7e4cd11511202e3d3dc9d2e58a8757bbf55a0e30416f8201a3229d88cbe05c	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0207__00925_nanonet_backbone_cb.pdb	6b5f6468acf369def4c5837953868193c0d50da44da8a93451cb858faeec7aeb	0.4216	1.9891	0.6627	2.7092	0.6308	2.5519	0.4852	2.8081	0.7101	3.2903	0.7481	1.9418	0.7101	2.8081
119	P1MCPUFP__CPUFP500K_0386__00767	d74e253c52c71a7a2e6fcba15ead979883433e5f2eebc0abb55d8b760bba94e7	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0386__00767.pdb	6dfd161aa4a3579d202401aaecba9d8e387858e2eb5e0a1b69e972ac248228aa	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0386__00767.pdb	e5f66bd64eeac53f52cdada1563ef05411f9188f145fa61591289c970c64eab5	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0386__00767_nanonet_backbone_cb.pdb	3a68cbcec786c35294f283057591dbb3becbab6c53b0a3d69f7497fdbda1543f	0.5668	3.3531	0.7537	3.4488	0.5005	3.0035	0.7457	4.0962	0.7277	3.3021	0.6566	6.1683	0.7277	6.1683
120	P1MCPUFP__CPUFP500K_0200__00524	8019debce7698e1591726f63dd39ff9149d67f9e2e8d72f59f67d8bd2c2d3ccd	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0200__00524.pdb	074190881ab6f09e04549c8b5147ffe31feadb30aab51d056e3043d934bf8989	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0200__00524.pdb	8cf9dfa18a865aa94669e57cdb309bc44b32342abf78437ef92d88292c726756	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0200__00524_nanonet_backbone_cb.pdb	c02b7c382ee1b5f17292ca3b4ad4a45771ba353eec20d6c8af0828df35e4cc0a	0.4572	1.8762	0.4233	1.8859	0.4596	2.9541	0.4521	1.7772	0.4599	2.0724	0.6492	2.5928	0.4599	2.5928
121	P1MCPUFP__CPUFP500K_0313__00128	be6208de315567a1ff6e0def62b3224c66e05449ae8e364185a9cb7cf972767a	PASS	false		PASS	true	121	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0313__00128.pdb	88f42610ac7ccb4387a1706284ae6a2de32e11aec0302bac40842a4cac24b08f	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0313__00128.pdb	2575ed9353e2df738a09c3db515c19f5a8c63fd816b1fea89d63edb67f5d3d02	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0313__00128_nanonet_backbone_cb.pdb	b9bf563b74854261804f63ed69ca5f439c047c8b1a2c5c2a58c30837ea91f83e	0.4218	1.3395	0.8265	2.4809	0.3609	1.8857	0.8184	3.3391	0.5766	2.5729	0.9516	3.4268	0.5766	3.4268
122	P1MCPUFP__CPUFP500K_0150__00396	8a30ab4ea4bf8f6c8037dc06b7c1dd842b39754c1900c8a4c9245979e574d11e	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	121	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0150__00396.pdb	f25f767ff441bcee222235b579feb2806851e0eb45fceb486b99f74dc04393d6	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0150__00396.pdb	27ea58ebdf1e16cbb1438c2ae6d649a0793a69916b9f1f9cb0a840a0aa71b02e	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0150__00396_nanonet_backbone_cb.pdb	cb55c18d8869d470ee723043ef6d33d4aa8aeb304e522711cf6da0ec9a3383e2	0.6362	1.9071	0.4735	3.0135	0.3704	2.4173	0.5369	5.5574	0.6891	2.937	0.7236	5.0045	0.6891	5.5574
123	P1MCPUFP__CPUFP500K_0214__00068	b493d8133e4e8c7221e4c5602b7f9fdf7d679f1993390ad5d6f0359c562225cb	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	121	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0214__00068.pdb	9a54e12f977248946ed447b4f206f34c73a135e3b706a72d24e05cdd5ddd5919	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0214__00068.pdb	9256b30efa1b2b64c5f250baa2776e8655c611e209abde5c6cf850c48c354bdf	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0214__00068_nanonet_backbone_cb.pdb	91952e0186ae78d060a57611a431497cbc9d8847069df9444089306014a19414	0.3443	2.4515	1.0913	2.138	0.3766	1.7177	0.5951	5.5504	0.3748	3.3798	1.0318	5.7252	0.3766	5.7252
124	P1MCPUFP__CPUFP500K_0313__00490	8290aa34074ceed9ffa7ad01b8a3539481623ce6a0e7171d5ac7ca96e2b6be14	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	121	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0313__00490.pdb	d60136753c9734f6cf36add5dd4b1e181913e2c383a584740a86e2d9f9329d97	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0313__00490.pdb	9eaf19dc658edfc78a8d5a8dfb4827f6ff463239a0c600a8865fcb334070dd2c	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0313__00490_nanonet_backbone_cb.pdb	d8225e54454befd51368fd5435991c61546579532e0315c0faee01b495a89ed8	0.3428	1.3577	0.6685	6.0754	0.3848	2.755	0.6151	6.9074	0.4239	3.0498	0.7941	2.6829	0.4239	6.9074
125	P1MCPUFP__CPUFP500K_0011__00725	d6bde97e76bb1c54e0a54672e74b3024bea3ee242f41c771c416a1428d0b731a	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	121	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0011__00725.pdb	1a292ed44b330573c8de9ab03be128128048bdf31f8f2fc36ad58ed3c3582b68	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0011__00725.pdb	9e1a7ccb8d63e789e78b2e796fd4019c3773cb52eae1e79a5b209d745d86c820	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0011__00725_nanonet_backbone_cb.pdb	cdcfe3444715fa24f81fef92edaeb0250acd8930d88b58fa18844251a6ffd401	0.3909	2.3274	0.5491	3.0938	0.371	1.7302	1.4372	4.3157	0.3971	3.227	1.4752	4.9157	0.3971	4.9157
126	P1MCPUFP__CPUFP500K_0211__00616	2ab263ec172ccd82c900d19b6a228c34bb556ecc1c0c927c717b2436b0d22cc6	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	121	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0211__00616.pdb	a267a2d718a9870c425f039df9d0f1665bf7eaac3092f2351583ef5565bd5b62	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0211__00616.pdb	070faab30d6b3b60b9d73dd6cad073db0beade08239826026a518687d504a033	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0211__00616_nanonet_backbone_cb.pdb	c9092198cf848754749320f5e8601d2252d92cf19a4f3b47dbc6ffdd1d58d7da	0.4145	2.0996	0.6127	7.0014	0.3909	3.2981	0.9326	6.4852	0.5272	2.766	0.6342	3.0536	0.5272	7.0014
127	P1MCPUFP__CPUFP500K_0508__00558	0aabc6e6dc38d817c015aae3a349c24731f467b97cf50b6a3692723f5e4f7a1c	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	121	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0508__00558.pdb	146d3549ee3d3b2447f94cd393653401cbfaebc56f3ef51e248658c9d51eac12	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0508__00558.pdb	b3a044d8914e0af58c293c0715e2334a86de54701e9ac7f0be1e7f6c28256d5a	PASS	true	121	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0508__00558_nanonet_backbone_cb.pdb	97c5dd1989d2214abf4fc3d9d60484a1c4643c9b98a499b688379d76baf4bae3	0.3645	1.6631	0.4329	4.7923	0.3574	2.5485	0.9233	4.3199	0.4573	2.5627	0.7468	3.2972	0.4573	4.7923
128	P1MCPUFP__CPUFP500K_0388__00797	71991d0e6a1f1a9ceb81b5f628e0878273187ddfbe4d959ec52e1df5e1dbbee8	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0388__00797.pdb	5bf33bdc75a7e35c3573a0ff218dac31565b9028334e2f36ee1fd2636295b8c2	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0388__00797.pdb	0350758a274ce96c6c71c7c5c17c8a43c51cdb6d40e00ea32b053c69c5d0318f	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0388__00797_nanonet_backbone_cb.pdb	3ead0f599629a7199be7d91bdf3d016f66c7afd83acd57334b1f6e38f2f7b39d	0.4996	2.2378	0.4035	1.8909	0.4764	2.701	0.605	3.0685	0.6653	3.5892	0.4604	3.7905	0.6653	3.7905
129	P1MCPUFP__CPUFP500K_0091__00402	6e36930b494ba1b8bc76a8ab3a435eb3b6ec611fd82f875637d3ae91bfd58ffd	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0091__00402.pdb	0e1c9d08aa5fc3d6fb47c0e558bc4818396743d7420f760a50ec931119992c96	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0091__00402.pdb	6ce55faae59fd084cfd27a92632dd355a44b8ea8b4db398574a93ea9668ab8af	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0091__00402_nanonet_backbone_cb.pdb	f482e974b3a6c74ff34d1d538d4fb51ed7abf75b1a0e3fc97df08b9fbc6d91f9	0.6196	2.5944	0.7624	2.6897	0.4158	2.8606	0.4695	4.275	0.6534	3.8788	1.0634	5.0736	0.6534	5.0736
130	P1MCPUFP__CPUFP500K_0091__00440	7a0b329eb14d1894fa976afba76a5a45dd348d66d3679ae0d8a4649fbf7869c5	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0091__00440.pdb	643f6bdf51178068c33093bdfb514b4dc3fe0a14af5f15a4f6a517fcf57c67ab	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0091__00440.pdb	92af93f6a6742e9bd0e710ca1d9d455ac7868548d510f35b8f8612c4bb0b75af	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0091__00440_nanonet_backbone_cb.pdb	9d4c5b5ecfe3dd354fef30b7ab4e12adc13772962bcd7f0964f6e085aa89c5ad	0.557	2.1835	0.8011	2.1152	0.5292	2.8046	0.875	4.0454	0.7506	2.2271	0.8828	4.7578	0.7506	4.7578
