candidate_id	final_rank	top10_rank	conformation	seed	pdb_path	pdb_sha256	pvrig_sequon	pvrig_chain_sequence_position	pvrig_pdb_residue_number	pvrig_pdb_insertion_code	candidate_to_sequon_asn_anchor_min_distance_a	glycan_anchor_geometry_status	membrane_orientation_status	claim_boundary
P1MCPUFP__CPUFP500K_0188__00282	5		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R05__P1MCPUFP__CPUFP500K_0188__00282__9e6y__s1931__cluster_1_model_1.pdb	157f914e422444a26b966d0f01b3696a7d74adbdb1cbaacc6643e742d334e991	NTT	84	129		18.414268	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00282	5		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R05__P1MCPUFP__CPUFP500K_0188__00282__9e6y__s3047__cluster_1_model_1.pdb	4c2dff4632fd38ec737cdf22d2a698ac4eff68d4a74a29307f4714ae35e44b2f	NTT	84	129		16.746239	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00188	6		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R06__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s42__cluster_1_model_1.pdb	daacc97820b3461d309f04b1bd98048f699fcba3ae62d7dc837bc25b1a48f81b	NTT	80	129		14.282945	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00188	6		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R06__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s917__cluster_1_model_1.pdb	114505d873327198c0de03aa1f97557e3d7c06ea8f6a9c9246b8f63972e89378	NTT	80	129		17.936445	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00188	6		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R06__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s1931__cluster_1_model_1.pdb	495eaee0d64c439d029a37533544f5cb3b9d4a7d6d6e33162cd38b780c80036b	NTT	80	129		18.212669	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00188	6		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R06__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s3047__cluster_1_model_1.pdb	ece0044e3fad81114ef135abb292b4fe0bd4f2bce716c5d58430374f4d5c4d05	NTT	80	129		17.217721	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00188	6		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R06__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s42__cluster_1_model_1.pdb	d295e440412633d5522838ae073270ee1949f1e09fd2253b2c0c7d0b8eca41f6	NTT	84	129		18.292391	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00188	6		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R06__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s917__cluster_1_model_1.pdb	9ec7da675f923427328a3ee43cc5ec17132e605dc2d2deb4026ddde99216e6a3	NTT	84	129		17.337896	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00188	6		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R06__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s1931__cluster_1_model_1.pdb	e4f839776cbc54a871b5741f94ac8944339eef37b71f5fe86e2ad228f5ff37e1	NTT	84	129		18.444059	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00188	6		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R06__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s3047__cluster_1_model_1.pdb	53e4e25568f221216bc507f5ca91856431708f9ce1924fc38dea2148451f52a1	NTT	84	129		17.88966	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0002__00919	7		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R07__P1MCPUFP__CPUFP500K_0002__00919__8x6b__s42__cluster_1_model_1.pdb	5da68387f55324b934cc30274484e6e0ba34f8ecedc21e2687ef1ae3b0e0eb54	NTT	80	129		18.94153	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0002__00919	7		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R07__P1MCPUFP__CPUFP500K_0002__00919__8x6b__s917__cluster_1_model_1.pdb	5199243acef4d683beadfb60e34bbe43a4acce614acb1190ed1edb702f4f60f8	NTT	80	129		16.421433	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0002__00919	7		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R07__P1MCPUFP__CPUFP500K_0002__00919__8x6b__s1931__cluster_1_model_1.pdb	53a83fcb71053006d525c574371dc0084c0119934911f36765949d30c24eb27b	NTT	80	129		18.80747	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0002__00919	7		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R07__P1MCPUFP__CPUFP500K_0002__00919__8x6b__s3047__cluster_1_model_1.pdb	a2b82004bcf54408746b63370df8cb3ba711c1584590d69d7e147bebfbec6038	NTT	80	129		16.103711	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0002__00919	7		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R07__P1MCPUFP__CPUFP500K_0002__00919__9e6y__s42__cluster_1_model_1.pdb	0c205be9249e89177096f7600aa1fc000b721e90f085a238f156703fd451f478	NTT	84	129		17.964699	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0002__00919	7		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R07__P1MCPUFP__CPUFP500K_0002__00919__9e6y__s917__cluster_1_model_1.pdb	5fa9c0b7c9813546e9f33d2186c7e3c307e02df43746cc75480e6acc5f5b2ce0	NTT	84	129		16.75218	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0002__00919	7		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R07__P1MCPUFP__CPUFP500K_0002__00919__9e6y__s1931__cluster_1_model_1.pdb	3bb28baa79beffd4766f2a04579bccc9f3316c3e9f4834cdde18d2ea2d688466	NTT	84	129		17.307352	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0002__00919	7		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R07__P1MCPUFP__CPUFP500K_0002__00919__9e6y__s3047__cluster_1_model_1.pdb	65e23282229305e20bf5afd90b606c5dd340ef754c8ae8fadd645618558bfb64	NTT	84	129		18.7284	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00804	8		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R08__P1MCPUFP__CPUFP500K_0287__00804__8x6b__s42__cluster_1_model_1.pdb	18bab0247407ec1eb34156c29b0fa527b6ed3d3965c97ef58c3d7b698af57c06	NTT	80	129		19.581321	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00804	8		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R08__P1MCPUFP__CPUFP500K_0287__00804__8x6b__s917__cluster_1_model_1.pdb	8e8b470037c4c687568c2fb17a21cde8064e3b49ba4b720ae0c3c50727166acb	NTT	80	129		15.57007	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00804	8		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R08__P1MCPUFP__CPUFP500K_0287__00804__8x6b__s1931__cluster_1_model_1.pdb	a988b2aa29a20a4a14ceaad18e0381bbdd7248947aae25b2d64b2ec0b4216b90	NTT	80	129		18.53322	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00804	8		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R08__P1MCPUFP__CPUFP500K_0287__00804__8x6b__s3047__cluster_1_model_1.pdb	07bc43869b45f0c698de54414e09b01404f548be1284d66be1df7099711acbc2	NTT	80	129		19.698761	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00804	8		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R08__P1MCPUFP__CPUFP500K_0287__00804__9e6y__s42__cluster_1_model_1.pdb	6dc3a0249bd9488752fbc2f57e09991c6bea4ce9471bf952ceb7f537c4fed11c	NTT	84	129		17.868789	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00804	8		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R08__P1MCPUFP__CPUFP500K_0287__00804__9e6y__s917__cluster_1_model_1.pdb	9415b2fc6548a25ac9b1d5423618fe8cbf01c8be7c17d4fa7c28300d95fbd675	NTT	84	129		15.678898	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00804	8		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R08__P1MCPUFP__CPUFP500K_0287__00804__9e6y__s1931__cluster_1_model_1.pdb	a5a331aa0f426c0f544839b0f9ee42fc07e676b02d59f6f3a33e0610c6246129	NTT	84	129		18.163579	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00804	8		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R08__P1MCPUFP__CPUFP500K_0287__00804__9e6y__s3047__cluster_1_model_1.pdb	added644ec05d48a9ae8eee3e11ff9b0819a91deb113ffd07dc3b3b28df4f87b	NTT	84	129		16.547261	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0089__00735	9		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R09__P1MCPUFP__CPUFP500K_0089__00735__8x6b__s42__cluster_1_model_1.pdb	d46fa951a80bc3eb8096dfd11f15dc0f7f443e994c84cefe217070f2bf10126d	NTT	80	129		16.309843	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0089__00735	9		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R09__P1MCPUFP__CPUFP500K_0089__00735__8x6b__s917__cluster_1_model_1.pdb	b963172e3fb05837f261bc2dfc7a7c5d3ab36fa948304c1b495ee8000324778e	NTT	80	129		15.504823	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0089__00735	9		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R09__P1MCPUFP__CPUFP500K_0089__00735__8x6b__s1931__cluster_1_model_1.pdb	6941d02fe0fa34b878ff4c68eabcd9ea092154c7013ed47a30c61a2db83e695b	NTT	80	129		16.490325	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0089__00735	9		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R09__P1MCPUFP__CPUFP500K_0089__00735__8x6b__s3047__cluster_1_model_1.pdb	2d2bb19034e59be6eb2872ace41e8c587e171dff58b9c3efb7f7ec9d0154f407	NTT	80	129		16.113264	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0089__00735	9		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R09__P1MCPUFP__CPUFP500K_0089__00735__9e6y__s42__cluster_1_model_1.pdb	d08d8e74de8bb58d7dade7219ad2aa5f08edaa8889f5f72897f6c7dde982bca8	NTT	84	129		15.586615	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0089__00735	9		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R09__P1MCPUFP__CPUFP500K_0089__00735__9e6y__s917__cluster_1_model_1.pdb	992c15c0a8177b0d06f34e63278a6fdb84a00bfbb0cf7250cc08dac843b9895a	NTT	84	129		15.4657	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0089__00735	9		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R09__P1MCPUFP__CPUFP500K_0089__00735__9e6y__s1931__cluster_1_model_1.pdb	d04c3fdea8171d2f63366643b2d04ce551f7e18312c1b01c9aa8a078112c9ab5	NTT	84	129		18.405639	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0089__00735	9		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R09__P1MCPUFP__CPUFP500K_0089__00735__9e6y__s3047__cluster_1_model_1.pdb	7b4b990fed3e1e0f12dd2234273e5e67ea98103091396b120cec927e441a0d82	NTT	84	129		19.36558	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0299__00453	10		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R10__P1MCPUFP__CPUFP500K_0299__00453__8x6b__s42__cluster_1_model_1.pdb	dcb9aa35bdffefe90705c59bcec721d601c90bdc273dc193842e54f146b84826	NTT	80	129		16.162707	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0299__00453	10		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R10__P1MCPUFP__CPUFP500K_0299__00453__8x6b__s917__cluster_1_model_1.pdb	a5282926cd0d1fe681c0e2d83b8984509906187706522795994f455e6d9e7190	NTT	80	129		18.648364	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0299__00453	10		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R10__P1MCPUFP__CPUFP500K_0299__00453__8x6b__s1931__cluster_1_model_1.pdb	fe95c75c4dc5fff9a64fef293a29d27d412c19bf1e9326084dea2b2c96fc4b94	NTT	80	129		15.788871	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0299__00453	10		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R10__P1MCPUFP__CPUFP500K_0299__00453__8x6b__s3047__cluster_1_model_1.pdb	d45008efa6d59f07590a2e944d3ec70d526159d1026c421de2aca28aaa622e89	NTT	80	129		16.713452	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
